source_id,split
9048,training
24539,training
21906,training
3649,training
20695,training
4430,training
10753,training
19913,training
56,training
15267,training
4407,training
10042,training
270,training
15220,training
22872,training
6662,training
15371,training
18185,training
24781,training
16778,training
15233,training
1798,training
9552,training
20099,training
11404,training
591,training
7535,training
23802,training
5306,training
15344,training
14155,training
19711,training
14051,training
11107,training
7248,training
1439,training
23180,training
10511,training
20692,training
8363,training
24692,training
7392,training
2476,training
17380,training
21523,training
22461,training
478,training
9503,training
23195,training
8553,training
14017,training
14159,training
20560,training
3699,training
4826,training
14891,training
14136,training
13016,training
11357,training
18641,training
100,training
7286,training
23619,training
15963,training
21246,training
12885,training
22074,training
627,training
4160,training
21659,training
1221,training
11419,training
21837,training
8240,training
2994,training
17157,training
5553,training
12090,training
16148,training
21043,training
16046,training
18113,training
5786,training
7074,training
17913,training
2325,training
17864,training
15172,training
9807,training
14595,training
20190,training
5633,training
12223,training
14615,training
11507,training
11004,training
353,training
1888,training
3098,training
12534,training
15369,training
11499,training
3052,training
5074,training
4264,training
9591,training
1917,training
4116,training
18961,training
20994,training
7859,training
21792,training
424,training
13800,training
13533,training
5445,training
1875,training
12526,training
11421,training
8894,training
19474,training
5303,training
7505,training
21471,training
18159,training
10097,training
16374,training
17811,training
20279,training
16782,training
20671,training
3085,training
22946,training
17726,training
18633,training
18237,training
12685,training
6867,training
19607,training
4591,training
19789,training
11709,training
6886,training
15334,training
19035,training
9903,training
8320,training
8646,training
15283,training
7137,training
13999,training
1915,training
11338,training
5821,training
772,training
9330,training
20461,training
14905,training
3362,training
4279,training
13596,training
5884,training
2273,training
11291,training
24432,training
11141,training
14147,training
23574,training
19497,training
3780,training
2496,training
17528,training
16567,training
1581,training
1541,training
12368,training
15682,training
12275,training
14908,training
1551,training
24483,training
12596,training
20625,training
12072,training
23718,training
1453,training
12557,training
15781,training
13976,training
2356,training
5591,training
9468,training
17938,training
15335,training
8978,training
19259,training
6,training
11929,training
18153,training
14990,training
23451,training
20740,training
6532,training
18626,training
19381,training
6239,training
5716,training
19738,training
8828,training
854,training
12277,training
1385,training
19048,training
11718,training
6270,training
14381,training
20436,training
22542,training
18444,training
493,training
8986,training
6417,training
20540,training
6274,training
4754,training
5167,training
22746,training
511,training
2861,training
21591,training
1996,training
15160,training
3607,training
16781,training
12119,training
21317,training
14041,training
23689,training
22166,training
12255,training
785,training
17329,training
18579,training
5467,training
12028,training
13323,training
9201,training
8201,training
14005,training
18660,training
17425,training
17679,training
18215,training
3573,training
15716,training
15750,training
23785,training
20731,training
2279,training
7404,training
17555,training
19237,training
16296,training
14188,training
13231,training
17942,training
9648,training
2953,training
5595,training
12059,training
16375,training
17005,training
